,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
2466,-19.106959868686936,-19.19920116962876,-19.131273878012117,-18.92565920698788,-18.597940306257293,-18.159652014223944,-19.163441070186657,-19.27078752191303,-19.19416244862665,-18.973036286946616,-18.63084739525626,-18.19472658401973,-19.097965355633868,-19.20945491248954,-19.1435568546301,-18.909043650392427,-18.566571429788773,-18.183968024786317,-18.951427847489477,-19.04184351200596,-18.96846726714336,-18.720208214068684,-18.393617872131593,-18.088508091322858,-18.785525365637717,-18.84825617522791,-18.75831992745564,-18.502444326400145,-18.195870545971424,-17.945126564095723,-18.610103306566693,-18.64705279132682,-18.54562600910304,-18.305388468490612,-18.026860597041328,-17.79433691884467,badhor_talraph_lam,-0.3927849170677149,-0.16831434637106213
2467,-20.73342436296736,-20.736636512755048,-20.733087983380493,-20.72295288840781,-20.706464063828,-20.683935539222283,-20.700528603009552,-20.71774941851286,-20.72623451093542,-20.725482086801783,-20.715637438631283,-20.697412673109973,-20.49216648934196,-20.554146940704904,-20.596759786158707,-20.61967121779579,-20.625648305482137,-20.617252573135865,-20.18809202298649,-20.270596659872066,-20.338203818105292,-20.38769279248252,-20.417173857690635,-20.42553267338311,-19.807372740260455,-19.89722124548262,-19.9750890188434,-20.036827095742176,-20.080557807985866,-20.10639542885405,-19.406149886240463,-19.49283995691564,-19.570067057445023,-19.634578283645617,-19.684532540751313,-19.71940802307214,bellas_gul_aras,-0.6790655348475241,-0.20016643750729202
2468,-21.20774974930699,-21.20576418969906,-21.202950549676338,-21.199435776667904,-21.195361350383827,-21.190882144808988,-21.598188163718852,-21.595585884270896,-21.591949746909755,-21.58740071153948,-21.58204979067984,-21.575998801409717,-21.818989152722416,-21.81802660613055,-21.816245249138184,-21.813673555350185,-21.810336934441914,-21.806256520268754,-21.93840071730113,-21.935867917312912,-21.93280350367048,-21.929337434737825,-21.925607832894336,-21.92167506435606,-22.05565019781671,-22.055106857603583,-22.05385261460497,-22.05190959585638,-22.049292121545413,-22.04601718382748,-22.09009611138361,-22.09045978194397,-22.090097630451247,-22.089044550932098,-22.087334809814244,-22.085002651537216,bellas_luithien_melethril,0.1487928348722818,0.12250581050477649
2469,-19.80811173310499,-19.807350557873164,-19.80568872804183,-19.803162915018135,-19.799813014690244,-19.795643623894193,-19.96726693437266,-19.967256137078607,-19.966136061389633,-19.963935445957816,-19.960679304766614,-19.95645759075086,-20.00826274907868,-20.008545572096907,-20.00830432856955,-20.007716213767324,-20.00681677893104,-20.00556002406158,-19.92352745563882,-19.926763960798525,-19.929113173474903,-19.93052825685484,-19.931074156214592,-19.930845081490432,-19.752809102552774,-19.756059855291294,-19.75858461640476,-19.760395976176767,-19.76152795820458,-19.76198413772188,-19.54970973415078,-19.55364964797053,-19.556890009469583,-19.559420402466003,-19.561228128500787,-19.562299135005247,bragol_onodrim_nimbrethil,-0.3684497899588166,-0.07745781382131156
2470,-19.981818158775475,-19.975875959076383,-19.967955143325774,-19.95803756658875,-19.94610403800927,-19.93213492258121,-20.44713238568331,-20.444373678341684,-20.43982484384164,-20.43347107298785,-20.42529614519446,-20.415282230026413,-20.92799480288462,-20.927716780642548,-20.925983009192173,-20.922823723137107,-20.918264656211868,-20.912326460742115,-21.193187143634695,-21.192608839591493,-21.19091227047111,-21.18813565634033,-21.184307392013757,-21.179446526345124,-21.26034578235969,-21.260965131873,-21.260462917958954,-21.258873485524752,-21.256222963092164,-21.252529014179892,-21.22113492821429,-21.222537442471527,-21.222859266416116,-21.22211678962916,-21.220318424549156,-21.217468344237496,cabed_mereth_iphant,0.029693268894646963,0.2651209375941619
2471,-17.767569823345575,-17.889420732916626,-17.838260974260514,-17.60826939078698,-17.264292534509643,-16.870423688733844,-17.841898182911855,-17.955847160684137,-17.886480944502345,-17.62505836544289,-17.22886443862391,-16.808564144806887,-17.886494641146108,-17.980242658494042,-17.89072758477385,-17.61305314818504,-17.16731966547841,-16.72547984571714,-17.869720994354758,-17.948578650354413,-17.864023585151905,-17.60886989070358,-17.191924161376654,-16.726509099898443,-17.8011319364496,-17.8773569095465,-17.812220555172196,-17.586761311334634,-17.214454346792245,-16.76400306112192,-17.695746778908507,-17.77196410905845,-17.719205619309086,-17.522629961472568,-17.194879232081966,-16.7818058670265,cabor_aran_melethril,-0.17600247258890533,-0.03166400813962866
2472,-19.34595953942395,-19.359241499688117,,,,,-19.768342252290985,-19.781413954099555,,,,,-20.218726792253044,-20.229615936142416,,,,,-20.302804221380633,-20.30992182182299,,,,,-20.227103514704886,-20.233433203606943,,,,,-20.10326453245917,-20.10924377853923,,,,,cabor_firiel_rhosc,-0.2006780432837587,0.0803058856805734
2473,-22.0279944216499,-22.02831329231565,-22.028344367475775,-22.028094071716048,-22.0275686925875,-22.02677440542237,-22.06520954497312,-22.06534794834422,-22.065188534897903,-22.06473679172675,-22.063998640447913,-22.06298037362314,-22.019469562808176,-22.018764824571782,-22.01774919900685,-22.016456177779453,-22.014918699324987,-22.013169247136624,-21.869861281483217,-21.870034508743437,-21.870075484554683,-21.869986795306552,-21.869772322504268,-21.869436228219932,-21.70785163696005,-21.709798554528213,-21.711551001673037,-21.713122412983346,-21.71452533483508,-21.715771811393488,-21.52398149367223,-21.526971892544175,-21.529829029134667,-21.532561230495595,-21.535176941411784,-21.537680923563975,cabor_merilin_hwiniol,-0.3064100855235381,-0.14979430132824234
2474,-19.35864861471152,-19.369743448585886,,,,,-19.857110401621505,-19.864326642843928,,,,,-20.326823569250315,-20.328837097121728,,,,,-20.48117507798909,-20.48480584954093,,,,,-20.539421015414753,-20.542227921612657,,,,,-20.507907026913536,-20.511112599841177,,,,,corch_ennorath_dagnir,0.026306750300250314,0.1559687524191986
2475,-16.790948185095708,-15.8229104166057,,,,,-18.16176279080127,-18.00083228359029,-17.753618886011544,-17.36614616157113,-16.58125696706474,-14.174246912257708,-18.979175667562068,-19.023062469450387,-18.901440932546382,-18.571699804375505,-18.031715797725575,-17.298032954130797,-19.232518673419357,-19.27775455742168,-19.20022692739125,-18.972378020379743,-18.576415591288132,-18.043735793799662,-19.258848810682956,-19.3004863733615,-19.252768056670625,-19.09586273317249,-18.816760262458793,-18.45082271300992,-19.198401344045287,-19.237605948949984,-19.203250161760756,-19.083068953574703,-18.87492220868355,-18.593552099540567,corch_iphant_saelor,-0.04044231280383315,0.2542981499294257
2476,-22.404452127924337,-22.406414137873917,-22.407498920522876,-22.40771645216507,-22.40707973666236,-22.405604696365025,-22.498971725362203,-22.49953697654417,-22.49901863352792,-22.497409111674465,-22.494749718020977,-22.49109443598436,-22.480966575563222,-22.47871956660064,-22.475232104943323,-22.470542196392152,-22.464778353450846,-22.458096124539615,-22.335193969218572,-22.332030736524864,-22.327742212965283,-22.322381038547785,-22.316040772430277,-22.30883170187419,-22.165250008988288,-22.16445404765019,-22.16293195342715,-22.16064290354361,-22.157550910669947,-22.15364582757075,-22.018848575194077,-22.020414059647372,-22.021229619690395,-22.021272680677548,-22.020517437936753,-22.018938279345345,cugu_soga_mirdan,-0.3167265522028373,-0.1439257451788336
2477,-18.234178755738434,-18.211044917729858,-16.8796421066206,,,,-18.922633589350788,-19.003122671324043,-18.60399241998659,-17.84705303805125,-16.929122304685073,-16.32421351436023,-19.071318769902184,-19.38987101525698,-19.164748243496454,-18.60242284847117,-17.913628116278495,-17.391559291286775,-18.98725234915249,-19.35117870665453,-19.121921033974267,-18.65972822228158,-18.25128385168491,-17.891630838513287,-18.695544299772173,-19.001346580494832,-18.701562950649738,-18.447173859464804,-18.368513892852967,-18.11307000128415,-18.270647770859135,-18.526055205874705,-18.24390273279912,-18.23872227852984,-18.372861206024616,-18.167297326391868,cuil_pent_yll,-0.822859463062855,-0.03869230860244954
2478,-18.645617935940784,-18.64058487174774,-18.631805558858964,-18.619366374917895,-18.603326085287613,-18.583722180614977,-19.675133346093222,-19.674254557783676,-19.671836164362837,-19.66785523704298,-19.662288868640708,-19.65511513623688,-20.42627727933347,-20.42865710385669,-20.43008987967315,-20.43057874702567,-20.43013177784764,-20.42876000112351,-20.832435742302415,-20.832394484093847,-20.831471469606846,-20.82970166591165,-20.82711645375904,-20.823744032168,-20.99328485615802,-20.99351467886951,-20.99273713947887,-20.99101705444037,-20.98841260701142,-20.984975177828,-21.01639233263727,-21.01689793581119,-21.016430008440004,-21.015033174020097,-21.012749643610658,-21.0096190734074,cyron_cair_vin,0.18437026627282194,0.40194892251270176
2479,-22.65614944770065,-22.652844995603864,-22.648749932777015,-22.643843968912343,-22.638105794222533,-22.631513428983077,-22.749821033016808,-22.74754045154736,-22.744457515288964,-22.740529878600917,-22.735712218561197,-22.729956754417152,-22.75197574231759,-22.75239646301396,-22.75194178118064,-22.750557431271183,-22.74818295822623,-22.744751017741187,-22.62878569572407,-22.628981511844863,-22.628165035933456,-22.626284751426432,-22.62328505919441,-22.61910621789269,-22.45414330580882,-22.45080508605802,-22.44654071759272,-22.441306351267677,-22.43505820654766,-22.42775253343634,-22.264896685481936,-22.257339005647545,-22.248981842831405,-22.239793083566333,-22.22974290571903,-22.218804263660296,dannas_uanui_Ennor,-0.3221143064300094,-0.12336964556553198
2480,-17.509093801138683,-17.569686948818706,-17.464595679300977,-17.219776720949817,-16.897281332468914,-16.581540182994566,-17.78854831178814,-17.847932908425996,-17.741166435158142,-17.497835882310618,-17.190541011469925,-16.91256114688884,-18.06650763660587,-18.124410021983557,-18.02476882064789,-17.798550731220892,-17.533437224853763,-17.28869807587565,-18.181802894876277,-18.251563382783225,-18.1704080284406,-17.966546459999783,-17.735338369295626,-17.514182532599115,-18.16584807746261,-18.244763568056136,-18.186107850822616,-18.0154858949116,-17.807385450484027,-17.587022526099695,-18.08169762678592,-18.164721151526244,-18.12502310771908,-17.986599109141956,-17.796291428663785,-17.576652843274722,dirnaith_aphadrim_adab,-0.08540278092098674,0.12553703158039298
2481,-18.427960530425125,-18.43629567123817,-18.439694758036964,-18.44347865543584,-18.45141288403086,-18.4653183494016,-18.794137695493077,-18.78095752743745,-18.762763278282648,-18.74664466675688,-18.73827596437131,-18.738803111060392,-19.181206839826416,-19.16525389836468,-19.140532751182135,-19.110990444275544,-19.08295732170076,-19.066833787573714,-19.419325769204903,-19.412181013565572,-19.393414173685585,-19.36745917635469,-19.339100595862504,-19.31263321444591,-19.53153178948733,-19.529454414865455,-19.514287571262003,-19.490226452058735,-19.461335733095098,-19.431622678127624,-19.526781134696392,-19.532945500352753,-19.52643107650131,-19.51038862082035,-19.4882891832835,-19.463253463024785,drafn_haradrim_nimbrethil,0.11361973114784973,0.10186922029811285
2482,-17.996028997341142,-17.95940533460778,-17.912839053273913,-17.859464119286912,-17.802878711811587,-17.746368972913174,-18.468140398643055,-18.438647772159698,-18.395446066735317,-18.340886359423948,-18.27993137952693,-18.21747830871361,-18.95460342717811,-18.94712995403087,-18.92373695006192,-18.88280304067392,-18.826390969853648,-18.758172431034907,-19.18389320880904,-19.187698984446627,-19.178239149729407,-19.154073290055635,-19.114387332037225,-19.06109843556743,-19.227744989935715,-19.23380352038905,-19.22851989523956,-19.21107982494648,-19.180948565444535,-19.138955014904383,-19.16984080211563,-19.174500770624093,-19.169448002780783,-19.15438288261105,-19.129283553529604,-19.09452028659139,drafn_mund_lathron,-0.013452313904394941,0.23334965735037372
2483,-18.541320584519944,-18.55792981116941,-18.57278503954246,-18.58434198907964,-18.591249231814253,-18.5917215674146,-19.175591308297108,-19.176853119324285,-19.173552113178367,-19.164566845573084,-19.15034365286298,-19.13132097486791,-19.599205562510356,-19.597961916290338,-19.5899494120165,-19.575814884342044,-19.55636685800669,-19.53211551552385,-19.79185843101556,-19.793665775362477,-19.788019719776692,-19.775171973209986,-19.755294642147017,-19.72911424274364,-19.789799848125433,-19.793955668503564,-19.789993121572454,-19.77865951430116,-19.76072236541399,-19.73689440738635,-19.677251535086334,-19.681410718203345,-19.678403918295707,-19.668925231115203,-19.65391212641793,-19.634159912829524,draug_gwaloth_baug,-0.11249321367021992,0.194353421983962
2484,-16.714034178475416,-16.858156326724554,-16.980832590535044,-17.081113905065564,-17.149665277622788,-17.185773791857073,-18.23610026986036,-18.283322686706697,-18.297554741235373,-18.28205871674315,-18.24056586330846,-18.17714031388614,-18.866215308718807,-18.884921147384137,-18.865029628097105,-18.806826634334527,-18.720750804293843,-18.615662608353983,-18.697082892516026,-18.739251934743592,-18.733480839399977,-18.68525383638999,-18.60676948701833,-18.516702160164684,-18.445413313062065,-18.503850410684905,-18.524849596298353,-18.511745217149866,-18.467819582232707,-18.39859888376955,-18.249636079366425,-18.309636617967683,-18.339974080039227,-18.341085914271403,-18.314007042677673,-18.26151120807955,drego_lachenn_minas,-0.3984090911207261,-0.14233923193862097
2485,-14.178677372438308,-14.251748807971204,-14.189373106945332,-14.008736546639549,-13.718959745739276,-13.30746932667376,-14.32060469147779,-14.406412462671348,-14.334114782669836,-14.139837135832517,-13.841653936369816,-13.443489834858887,-14.40962926691018,-14.489601030031473,-14.411844175642235,-14.218668050218575,-13.931069439915198,-13.570876260683654,-14.27899860817903,-14.386175452002824,-14.343976868056778,-14.19029197771416,-13.95322848240584,-13.642833044685226,-14.071257579544913,-14.204612138961586,-14.199663225779211,-14.088559335052985,-13.894597919028731,-13.617027513664477,-13.850508682603127,-14.002770970823711,-14.024111370407134,-13.944865254152,-13.782270444003082,-13.535547964632194,dunedhel_haust_nothrim,-0.2787409049041969,-0.10116633000626507
2486,-17.172533735199586,-17.196600069862264,-17.164758109983417,-17.081675810682164,-16.957353907500497,-16.80110862025345,-17.285982965668687,-17.315712036704916,-17.27776879692842,-17.182268128234874,-17.045237373896903,-16.877810445001153,-17.338670371571006,-17.375620464466145,-17.329617433562852,-17.22414277116851,-17.079206272432366,-16.9054198397536,-17.263787052279035,-17.291771401590346,-17.254206475831317,-17.159338667356828,-17.022325598513767,-16.854057316672247,-17.12815606971879,-17.149673496343574,-17.117762500649356,-17.035514977659865,-16.911253858059617,-16.753642153693,-16.970384507315025,-16.98774053698495,-16.958989791016442,-16.885662011674107,-16.772629410284715,-16.62600605643815,emel_mindon_sador,-0.30384422280209833,-0.08370772618371802
2487,-20.85893264175182,-20.860149032859795,-20.86032617323656,-20.85948224390718,,,-20.886019173819875,-20.88656780025562,-20.886008804346716,-20.884471110537035,,,-20.818067859182165,-20.819858755048628,-20.82064238508468,-20.820457893367376,,,-20.70640592467828,-20.7072450940052,-20.707310915539125,-20.70662193439162,,,-20.5721834047433,-20.572055853476684,-20.571296154193178,-20.569920353017626,,,-20.414893272364523,-20.414649986607103,-20.41385929819357,-20.41252852278352,,,ennorath_eirien_tavor,-0.2924824474300891,-0.11331065545174113
2488,-18.46533457734633,-18.47708998965821,-18.466185369611296,-18.43588952863472,-18.389065905718223,-18.32788188443199,-18.55638057164667,-18.566045910212125,-18.55118380523527,-18.51645826677425,-18.46507083397408,-18.3992658250518,-18.561569589363884,-18.573256596395325,-18.560709111554672,-18.527263599050727,-18.476089165679127,-18.409638361227636,-18.486520525261483,-18.497699251478625,-18.48559478149585,-18.453745897762687,-18.40480979667653,-18.340741297980586,-18.3556143354605,-18.3665081375743,-18.356885374900145,-18.32872294297691,-18.284002086174254,-18.22430378363592,-18.195606478854582,-18.20622294574099,-18.19889245476182,-18.17466199976151,-18.13472145338902,-18.08016276296479,faen_thamas_certh,-0.291416618331354,-0.07555734491670307
